debugI9B8YR:debug92ZRQI,pretest_6,51
debugI9B8YR:debug92ZRQI,away_hips_9,51
debugI9B8YR:debug92ZRQI,away_hips_8,51
debugI9B8YR:debug92ZRQI,away_hips_5,51
debugI9B8YR:debug92ZRQI,pretest_12,51
debugI9B8YR:debug92ZRQI,pretest_11,49
debugI9B8YR:debug92ZRQI,pretest_10,51
debugI9B8YR:debug92ZRQI,away_hips_1,51
debugI9B8YR:debug92ZRQI,away_hips_3,51
debugI9B8YR:debug92ZRQI,away_hips_2,51
debugI9B8YR:debug92ZRQI,toward_hips_10,51
debugI9B8YR:debug92ZRQI,toward_hips_11,51
debugI9B8YR:debug92ZRQI,toward_hips_12,51
debugI9B8YR:debug92ZRQI,toward_hips_13,51
debugI9B8YR:debug92ZRQI,toward_hips_14,50
debugI9B8YR:debug92ZRQI,toward_hips_15,52
debugI9B8YR:debug92ZRQI,away_shrug_15,50
debugI9B8YR:debug92ZRQI,away_shrug_14,51
debugI9B8YR:debug92ZRQI,pretest_2,51
debugI9B8YR:debug92ZRQI,check,2
debugI9B8YR:debug92ZRQI,pretest_4,50
debugI9B8YR:debug92ZRQI,away_shrug_7,51
debugI9B8YR:debug92ZRQI,pretest_5,51
debugI9B8YR:debug92ZRQI,away_shrug_6,51
debugI9B8YR:debug92ZRQI,toward_hips_3,51
debugI9B8YR:debug92ZRQI,toward_hips_4,51
debugI9B8YR:debug92ZRQI,away_shrug_13,51
debugI9B8YR:debug92ZRQI,toward_hips_6,52
debugI9B8YR:debug92ZRQI,toward_hips_7,50
debugI9B8YR:debug92ZRQI,away_shrug_5,51
debugI9B8YR:debug92ZRQI,away_shrug_4,51
debugI9B8YR:debug92ZRQI,away_shrug_3,50
debugI9B8YR:debug92ZRQI,away_shrug_2,51
debugI9B8YR:debug92ZRQI,away_shrug_1,51
debugI9B8YR:debug92ZRQI,away_hips_4,51
debugI9B8YR:debug92ZRQI,toward_hips_2,51
debugI9B8YR:debug92ZRQI,pretest_3,51
debugI9B8YR:debug92ZRQI,away_hips_7,51
debugI9B8YR:debug92ZRQI,toward_hips_8,51
debugI9B8YR:debug92ZRQI,toward_hips_9,51
debugI9B8YR:debug92ZRQI,toward_hips_5,51
debugI9B8YR:debug92ZRQI,away_hips_6,51
debugI9B8YR:debug92ZRQI,away_hips_15,51
debugI9B8YR:debug92ZRQI,toward_hips_1,52
debugI9B8YR:debug92ZRQI,toward_shrug_6,51
debugI9B8YR:debug92ZRQI,toward_shrug_7,51
debugI9B8YR:debug92ZRQI,toward_shrug_4,51
debugI9B8YR:debug92ZRQI,toward_shrug_5,51
debugI9B8YR:debug92ZRQI,toward_shrug_2,51
debugI9B8YR:debug92ZRQI,toward_shrug_3,51
debugI9B8YR:debug92ZRQI,toward_shrug_1,51
debugI9B8YR:debug92ZRQI,away_shrug_9,51
debugI9B8YR:debug92ZRQI,toward_shrug_8,51
debugI9B8YR:debug92ZRQI,toward_shrug_9,51
debugI9B8YR:debug92ZRQI,condition,0
debugI9B8YR:debug92ZRQI,pretest_8,51
debugI9B8YR:debug92ZRQI,pretest_7,52
debugI9B8YR:debug92ZRQI,away_shrug_12,51
debugI9B8YR:debug92ZRQI,away_hips_11,51
debugI9B8YR:debug92ZRQI,gender,male
debugI9B8YR:debug92ZRQI,away_hips_13,50
debugI9B8YR:debug92ZRQI,away_hips_12,50
debugI9B8YR:debug92ZRQI,away_hips_10,51
debugI9B8YR:debug92ZRQI,away_hips_14,50
debugI9B8YR:debug92ZRQI,toward_shrug_14,51
debugI9B8YR:debug92ZRQI,toward_shrug_15,51
debugI9B8YR:debug92ZRQI,pretest_1,28
debugI9B8YR:debug92ZRQI,away_shrug_10,52
debugI9B8YR:debug92ZRQI,toward_shrug_10,51
debugI9B8YR:debug92ZRQI,toward_shrug_11,50
debugI9B8YR:debug92ZRQI,toward_shrug_12,51
debugI9B8YR:debug92ZRQI,toward_shrug_13,51
debugI9B8YR:debug92ZRQI,away_shrug_11,50
debugI9B8YR:debug92ZRQI,pretest_9,51
debugI9B8YR:debug92ZRQI,away_shrug_8,51
debugI9B8YR:debug92ZRQI,age,27
debugGR7SUW:debugZ05PEB,gender,male
debugGR7SUW:debugZ05PEB,age,27
debugGR7SUW:debugZ05PEB,condition,0
debug8NCII3:debugUAW5XP,gender,male
debug8NCII3:debugUAW5XP,age,27
debug8NCII3:debugUAW5XP,condition,0
debugRIQBM7:debugFXEQPY,gender,male
debugRIQBM7:debugFXEQPY,age,27
debugRIQBM7:debugFXEQPY,condition,0
debugO51NDW:debug663H65,gender,male
debugO51NDW:debug663H65,age,27
debugO51NDW:debug663H65,condition,0
debug62IAAT:debugXB1WWM,gender,male
debug62IAAT:debugXB1WWM,age,40
debug62IAAT:debugXB1WWM,condition,0
debugZ196EV:debugADGGGA,gender,male
debugZ196EV:debugADGGGA,age,26
debugZ196EV:debugADGGGA,condition,0
debugEBR7DX:debugYB53MZ,gender,male
debugEBR7DX:debugYB53MZ,age,27
debugEBR7DX:debugYB53MZ,condition,0
debug3P21HH:debug96RFCJ,gender,male
debug3P21HH:debug96RFCJ,age,27
debug3P21HH:debug96RFCJ,condition,0
debugNS5ESJ:debug3KAD4P,gender,male
debugNS5ESJ:debug3KAD4P,age,27
debugNS5ESJ:debug3KAD4P,condition,0
debug59I1VM:debugUVUGZM,gender,male
debug59I1VM:debugUVUGZM,age,27
debug59I1VM:debugUVUGZM,condition,0
debugT6V3HJ:debugWUZL5M,gender,male
debugT6V3HJ:debugWUZL5M,age,27
debugT6V3HJ:debugWUZL5M,condition,0
debug0IK9YS:debugD6YZFC,gender,male
debug0IK9YS:debugD6YZFC,age,27
debug0IK9YS:debugD6YZFC,condition,0
debug59J2MR:debugYSADKX,gender,male
debug59J2MR:debugYSADKX,age,27
debug59J2MR:debugYSADKX,condition,0
debug2G4DRB:debugICA6US,gender,male
debug2G4DRB:debugICA6US,age,27
debug2G4DRB:debugICA6US,condition,0
debugDDQFPH:debug5YWPRZ,gender,male
debugDDQFPH:debug5YWPRZ,age,27
debugDDQFPH:debug5YWPRZ,condition,0
debugY8FWS8:debugEC8DV9,gender,male
debugY8FWS8:debugEC8DV9,age,27
debugY8FWS8:debugEC8DV9,condition,0
debugHCCUDB:debugFG8KTA,gender,male
debugHCCUDB:debugFG8KTA,age,27
debugHCCUDB:debugFG8KTA,condition,0
debugHLE0XY:debug2QXYR3,gender,male
debugHLE0XY:debug2QXYR3,age,27
debugHLE0XY:debug2QXYR3,condition,0
debugA2415U:debugIHWR3T,gender,male
debugA2415U:debugIHWR3T,age,27
debugA2415U:debugIHWR3T,condition,0
debugIDRLAQ:debugJ82OK9,gender,male
debugIDRLAQ:debugJ82OK9,age,27
debugIDRLAQ:debugJ82OK9,condition,0
debug30P5XK:debugK5SI4Q,gender,male
debug30P5XK:debugK5SI4Q,age,27
debug30P5XK:debugK5SI4Q,condition,0
debug8K6DSR:debugWC0WOL,gender,male
debug8K6DSR:debugWC0WOL,age,27
debug8K6DSR:debugWC0WOL,condition,0
debugLTNYKH:debugQRWREX,gender,male
debugLTNYKH:debugQRWREX,age,27
debugLTNYKH:debugQRWREX,condition,0
debug08ZW3G:debugVE76RE,gender,male
debug08ZW3G:debugVE76RE,age,27
debug08ZW3G:debugVE76RE,condition,0
debug2XLOUS:debug43C3CS,gender,male
debug2XLOUS:debug43C3CS,age,27
debug2XLOUS:debug43C3CS,condition,0
debug6RC9OR:debugKJQRX6,gender,male
debug6RC9OR:debugKJQRX6,age,27
debug6RC9OR:debugKJQRX6,condition,0
debug9D5JTC:debug1L8V63,gender,male
debug9D5JTC:debug1L8V63,age,27
debug9D5JTC:debug1L8V63,condition,0
debug019X2V:debugLSEONV,gender,male
debug019X2V:debugLSEONV,age,27
debug019X2V:debugLSEONV,condition,0
debugUDWQTD:debugKRATYZ,pretest_5,51
debugUDWQTD:debugKRATYZ,pretest_12,51
debugUDWQTD:debugKRATYZ,age,27
debugUDWQTD:debugKRATYZ,pretest_10,52
debugUDWQTD:debugKRATYZ,pretest_11,52
debugUDWQTD:debugKRATYZ,pretest_3,52
debugUDWQTD:debugKRATYZ,pretest_2,51
debugUDWQTD:debugKRATYZ,pretest_1,51
debugUDWQTD:debugKRATYZ,pretest_7,51
debugUDWQTD:debugKRATYZ,pretest_6,51
debugUDWQTD:debugKRATYZ,with_gesture_,52
debugUDWQTD:debugKRATYZ,gender,male
debugUDWQTD:debugKRATYZ,pretest_9,51
debugUDWQTD:debugKRATYZ,pretest_8,51
debugUDWQTD:debugKRATYZ,check,2
debugUDWQTD:debugKRATYZ,condition,0
debugUDWQTD:debugKRATYZ,pretest_4,52
